id,unified_name,preliminary_type,Year,TWDB Estimated?, Population Served , Single Family Volumes , Single Family Connections , Multi-Family Volumes , Multi-Family Connections , Commercial Volume , Commercial Connections , Industrial Volumes , Industrial Connections , Institutional Volume , Institutional Connections , Agricultural Volumes , Agricultural Connections , Total Metered Volume , Total Metered Connections , Total Un-metered Volume , Total Un-metered Connections ,TCEQ PWS Code,Wholesale System?,Water Use Survey Form Type,PWS System Class,id2023,form2023
133338,Cape Malibu Wsc,water system,2022.0,N, 375 ," 7,076,000 ", 129 ,,," 361,000 ", 3 ,,,,,,," 7,437,000 ", 132 ," 386,000 ",,TX1700065,N,Municipal Long,Water Supply Corporation,133338,Municipal
133600,Cardinal Meadows Improvement District,water system,2022.0,N, 207 ," 2,497,630 ", 69 ,,,,,,,,,,," 2,497,630 ", 69 ," 84,000 ", 4 ,TX1230020,N,Municipal Long,District ,133600,Municipal
133605,Cardinal Motor Home Park,water system,,,,,,,,,,,,,,,,,,,,TX1300010,N,Municipal Short,Mobile Home Park,133605,Municipal
133800,Tom Green County Fwsd 1 Carlsbad,water system,2022.0,Y, 702 ," 12,679,100 ", 231 ,,," 240,000 ", 2 ," 200,000 ", 1 ,,,,," 13,119,100 ", 234 ," 515,000 ", 1 ,TX2260003,N,Municipal Long,District ,133800,Municipal
134700,City Of Carmine,water system,2022.0,N, 252 ," 108,000 ", 3 ," 3,029,399 ", 246 ," 450,000 ", 3 ,,,,,,," 3,587,399 ", 252 ,,,TX0750007,N,Municipal Long,Municipal,134700,Municipal
135249,Carol Norra Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1011926,N,Municipal Short,Mobile Home Park,135249,Municipal
135252,Carolynn Estates,water system,2022.0,N," 3,921 "," 57,110,000 "," 1,290 ",,," 5,463,000 ", 16 ,,,,," 324,000 ", 1 ," 62,897,000 "," 1,307 "," 19,519,000 ",,TX1070106,N,Municipal Long,Private/IOU,135252,Municipal
135300,Caro Wsc,water system,2022.0,Y," 2,700 "," 109,287,700 ", 904 ,,,,,,,,,,," 109,287,700 ", 904 ,,,TX1740007,N,Municipal Long,Water Supply Corporation,135300,Municipal
135367,Carriage Trail Subdivision,water system,2022.0,Y, 96 ,,,,,,,,,,,,,,,,,TX0360093,N,Municipal Long,Private/IOU,135367,Municipal
135500,Carrizo Water Corp Forest Grove,water system,2022.0,Y," 1,110 "," 16,970,020 ", 370 ,,,,,,,,,,," 16,970,020 ", 370 ," 1,232,850 ",,TX1070074,N,Municipal Long,Private/IOU,135500,Municipal
138375,Cassie Water System,water system,2022.0,N, 105 ," 3,593,980 ", 67 ,,,,,,,,,,," 3,593,980 ", 67 ," 426,550 ",,TX0270047,N,Municipal Long,Private/IOU,138375,Municipal
138380,Castlewood Mud,water system,2022.0,N," 2,658 "," 64,615,000 ", 818 ,,," 51,179,200 ", 68 ,,,,,,," 115,794,200 ", 886 ," 8,841,800 ",,TX1011833,N,Municipal Long,District ,138380,Municipal
139400,Catarina Wsc,water system,2022.0,N, 222 ," 7,960,200 ", 74 ,,,,,,,,,,," 7,960,200 ", 74 ,,,TX0640029,N,Municipal Long,Water Supply Corporation,139400,Municipal
139430,Cattail Creek Mhp,water system,,,,,,,,,,,,,,,,,,,,TX0720033,N,Municipal Short,Mobile Home Park,139430,Municipal
139650,Canyon Springs Water Works,water system,2022.0,N, 525 ," 25,638,609 ", 220 ,,,,,,,,,,," 25,638,609 ", 220 ,,,TX1330006,N,Municipal Long,Municipal,139650,Municipal
140435,Creek Water Utility,water system,2022.0,N, 180 ," 2,810,000 ", 60 ,,,,,,,,,,," 2,810,000 ", 60 ,,,TX1580020,N,Municipal Long,Private/IOU,140435,Municipal
140440,Lakeside Water Supply 1,water system,2022.0,Y, 117 ," 858,700 ", 39 ,,,,,,,,,,," 858,700 ", 39 ," 20,000 ", 2 ,TX2290021,N,Municipal Long,Water Supply Corporation,140440,Municipal
140850,Cedar Bayou Park,water system,2022.0,N, 570 ," 10,235,000 ", 190 ,,,,,,,,,,," 10,235,000 ", 190 ," 293,000 ",,TX1010112,N,Municipal Long,Private/IOU,140850,Municipal
140866,Cedar Creek Water Supply,water system,2022.0,N, 125 ," 2,373,946 ", 50 ,,,,,,,,,,," 2,373,946 ", 50 ," 15,000 ",,TX1470021,N,Municipal Long,Private/IOU,140866,Municipal
140930,Cedar Crest Colony Wsc,water system,2022.0,N, 145 ," 2,775,330 ", 58 ,,,,,,,,,,," 2,775,330 ", 58 ," 5,000 ", 2 ,TX1090036,N,Municipal Long,Water Supply Corporation,140930,Municipal
140940,Cedar Estates Subdivision,water system,2022.0,Y, 246 ,, 82 ,,,,,,,,,,,, 82 ,,,TX1460102,N,Municipal Long,Private/IOU,140940,Municipal
140975,Cedar Grove Mobile Home Park,water system,2022.0,Y, 636 ," 8,306,746 ", 218 ,,,,,,,,,,," 8,306,746 ", 218 ,,,TX0500043,N,Municipal Long,Mobile Home Park,140975,Municipal
141040,Cedar Oaks Mobile Home Community,water system,,,,,,,,,,,,,,,,,,,,TX1011556,N,Municipal Short,Mobile Home Park,141040,Municipal
141045,Cedar Point,water system,2022.0,Y," 1,542 ",, 514 ,,,, 8 ,,,,,,,, 522 ," 189,000 ",,TX1870155,N,Municipal Long,Private/IOU,141045,Municipal
141055,Cedar Ridge Deep Well Water System,water system,2022.0,N, 120 ," 5,790,200 ", 42 ,,,,,,,,,,," 5,790,200 ", 42 ,,,TX1550078,N,Municipal Long,Private/IOU,141055,Municipal
141060,Cs Water,water system,2022.0,N, 187 ," 8,853,110 ", 178 ,,,,,,,,,,," 8,853,110 ", 178 ," 80,000 ", 1 ,TX0180033,N,Municipal Long,Private/IOU,141060,Municipal
141100,Cedar Springs Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1330019,N,Municipal Short,Private/IOU,141100,Municipal
141110,Cedar Valley Subdivision,water system,2022.0,N, 207 ," 2,237,000 ", 69 ,,,,,,,,,,," 2,237,000 ", 69 ," 1,816,000 ",,TX2040045,N,Municipal Long,Private/IOU,141110,Municipal
141120,Cedron Creek Ranch Water Supply,water system,2022.0,N, 250 ," 7,181,545 ", 118 ,,," 35,700 ", 1 ,,," 476,480 ", 3 ,,," 7,693,725 ", 122 ," 45,700 ",,TX0180051,N,Municipal Long,Private/IOU,141120,Municipal
141200,Cego Durango Wsc,water system,2022.0,N," 1,120 "," 38,892,000 ", 520 ,,,,,,,,," 10,000,000 ", 14 ," 48,892,000 ", 534 ,,,TX0730013,N,Municipal Long,Water Supply Corporation,141200,Municipal
142600,City Of Celeste,water system,2022.0,N, 986 ," 19,250,717 ", 334 ," 1,326,758 ", 2 ," 1,575,968 ", 39 ,,,,,,," 22,153,443 ", 375 ,,,TX1160002,N,Municipal Long,Municipal,142600,Municipal
143400,City Of Celina,water system,2022.0,N," 37,142 "," 1,066,936,637 "," 11,360 "," 129,366,900 ", 79 ," 192,389,600 ", 287 ," 37,459,500 ", 8 ," 41,988,600 ", 105 ," 174,700 ", 4 ," 1,468,315,937 "," 11,843 "," 50,252,858 ", 140 ,TX0430003,N,Municipal Long,Municipal,143400,Municipal
143565,Centerline Wsc,water system,2022.0,N, 144 ," 7,900,400 ", 45 ,,,,,,,,,,," 7,900,400 ", 45 ,,,TX0260012,N,Municipal Long,Water Supply Corporation,143565,Municipal
143605,Central Washington County Wsc,water system,2022.0,N," 2,691 "," 78,765,890 ", 869 ," 2,478,660 ", 2 ," 4,993,800 ", 18 ,,," 595,790 ", 8 ,,," 86,834,140 ", 897 ," 19,181,427 ", 1 ,TX2390055,N,Municipal Long,Water Supply Corporation,143605,Municipal
143790,Central Bowie County Wsc,water system,2022.0,N," 8,841 "," 167,348,925 "," 2,911 "," 1,149,769 ", 20 ," 919,815 ", 16 ,,,,,,," 169,418,509 "," 2,947 "," 28,512,451 ", 1 ,TX0190024,N,Municipal Long,Water Supply Corporation,143790,Municipal
144000,Central Wcid Of Angelina County,water system,2022.0,N," 7,161 "," 135,739,865 "," 2,387 "," 51,319 ", 7 ," 215,843 ", 53 ,,," 231,473 ", 15 ,,," 136,238,500 "," 2,462 ",,,TX0030019,N,Municipal Long,District ,144000,Municipal
144045,Stonegate Water,water system,2022.0,Y, 195 ,,,,,,,,,,,,,,,,,TX2490037,N,Municipal Long,Private/IOU,144045,Municipal
145000,City Of Centerville,water system,2022.0,N, 892 ," 37,850,000 ", 603 ," 2,201,000 ", 60 ,,," 49,000 ", 1 ," 12,390,000 ", 130 ,,," 52,490,000 ", 794 ," 8,344,000 ", 15 ,TX1450002,N,Municipal Long,Municipal,145000,Municipal
145050,Centerville Wsc,water system,2022.0,N," 1,329 "," 20,325,550 ", 439 ,,,,,,," 562,930 ", 4 ,,," 20,888,480 ", 443 ," 6,910,000 ", 39 ,TX2280005,N,Municipal Long,Water Supply Corporation,145050,Municipal
145875,Vista Utilities,water system,2022.0,N, 90 ," 2,051,000 ", 30 ,,,,,,,,,,," 2,051,000 ", 30 ,, 30 ,TX0360026,N,Municipal Long,Municipal,145875,Municipal
146010,Chalk Hill Sud,water system,2022.0,N," 4,584 "," 84,675,600 "," 1,527 "," 1,583,200 ", 156 ,,,,,,,,," 86,258,800 "," 1,683 ",,,TX2010050,N,Municipal Long,Water Supply Corporation,146010,Municipal
146120,Chambers County Mud 1,water system,2022.0,N," 5,100 "," 80,975,000 "," 1,177 "," 20,161,000 ", 544 ," 16,573,000 ", 32 ,,,,," 18,866,000 ", 28 ," 136,575,000 "," 1,781 "," 713,000 ",,TX0360104,N,Municipal Long,District ,146120,Municipal
146950,Chambers Meadow Estate Water,water system,2022.0,N, 192 ," 8,549,000 ", 66 ,,,,,,,,,,," 8,549,000 ", 66 ,,,TX0700071,N,Municipal Long,Private/IOU,146950,Municipal
147000,City Of Chandler,water system,2022.0,N," 3,663 "," 115,688,454 "," 1,578 "," 7,223,467 ", 38 ," 17,373,656 ", 166 ,,," 6,995,901 ", 24 ,,," 147,281,478 "," 1,806 "," 6,000,000 ", 35 ,TX1070006,N,Municipal Long,Municipal,147000,Municipal
147080,Channel Oaks Water System,water system,2022.0,Y, 135 ," 2,946,820 ", 45 ,,,,,,,,,,," 2,946,820 ", 45 ," 310,920 ", 1 ,TX0270037,N,Municipal Long,Private/IOU,147080,Municipal
147400,Channing Water Works,water system,2022.0,N, 365 ," 12,862,868 ", 163 ,,," 232,462 ", 3 ," 77,487 ", 1 ," 464,923 ", 6 ," 1,704,718 ", 23 ," 15,342,458 ", 196 ," 154,973 ", 3 ,TX1030011,N,Municipal Long,Municipal,147400,Municipal
147420,Chaparral Water System Gillespie,water system,2022.0,Y, 1 ,,,,,,,,,,,,,,,,,TX0860010,N,Municipal Long,Private/IOU,147420,Municipal
147440,Chapmans Mhp,water system,,,,,,,,,,,,,,,,,,,,TX1010811,N,Municipal Short,Mobile Home Park,147440,Municipal
147450,Chappell Hill Wsc,water system,2022.0,N, 666 ," 17,255,900 ", 222 ,,,,,,,,,,," 17,255,900 ", 222 ," 10,050,444 ", 1 ,TX2390003,N,Municipal Long,Water Supply Corporation,147450,Municipal
147500,Charlie Wsc,water system,2022.0,N, 80 ," 1,196,000 ", 36 ,,,,,,,,,,," 1,196,000 ", 36 ,,,TX0390016,N,Municipal Long,Water Supply Corporation,147500,Municipal
147600,City Of Charlotte,water system,2022.0,Y," 1,715 ",, 728 ,,,, 12 ,,,, 9 ,,,, 749 ,,,TX0070016,N,Municipal Long,Municipal,147600,Municipal
147630,Charterwood Mud,water system,2022.0,N," 5,841 "," 123,984,000 "," 1,268 "," 33,256,000 ", 667 ," 29,729,000 ", 55 ,,," 23,193,000 ", 9 ,,," 210,162,000 "," 1,999 "," 12,328,750 ", 10 ,TX1010632,N,Municipal Long,District ,147630,Municipal
147640,Bender Creek Apartments,water system,2022.0,N, 300 ,,," 9,474,420 ", 110 ,,,,,,,,," 9,474,420 ", 110 ,,,TX1010180,N,Municipal Long,Private/IOU,147640,Municipal
148028,Cherokee Point Water Co,water system,2022.0,Y, 183 ," 3,035,500 ", 61 ,,,,,,,,,,," 3,035,500 ", 61 ,,,TX0320015,N,Municipal Long,Private/IOU,148028,Municipal
148043,Hillview Mhc,water system,,,,,,,,,,,,,,,,,,,,TX1330122,N,Municipal Short,Mobile Home Park,148043,Municipal
148044,Cherry Ridge Water,water system,2022.0,Y, 72 ,,,,,,,,,,,,,,,,,TX1330147,N,Municipal Long,Private/IOU,148044,Municipal
148047,Chesswood Water System,water system,2022.0,N, 102 ," 1,796,000 ", 32 ,,," 846,000 ", 2 ,,,,,,," 2,642,000 ", 34 ," 476,000 ",,TX1870088,N,Municipal Long,Private/IOU,148047,Municipal
148050,Chester Wsc,water system,2022.0,Y, 910 ," 30,099,800 ", 465 ,,,,,,,,,,," 30,099,800 ", 465 ," 1,000,000 ", 1 ,TX2290002,N,Municipal Long,Water Supply Corporation,148050,Municipal
148600,Coyote Ridge Addition,water system,2022.0,N, 399 ," 7,638,000 ", 133 ,,,,,,,,,,," 7,638,000 ", 133 ," 4,260,000 ",,TX2490053,N,Municipal Long,Private/IOU,148600,Municipal
149800,City Of Chillicothe,water system,2022.0,Y, 707 ,,,,,,,,,,,,,,,,,TX0990001,N,Municipal Long,Municipal,149800,Municipal
150600,West Brazos Wsc,water system,2022.0,Y," 2,275 "," 70,829,000 ", 910 ,,,,,,,,,,," 70,829,000 ", 910 ," 1,512,000 ", 15 ,TX0730021,N,Municipal Long,Water Supply Corporation,150600,Municipal
150610,City Of China,water system,2022.0,N," 1,280 "," 25,711,074 ", 690 ," 2,497,049 ", 5 ," 69,270 ", 8 ,,," 354,156 ", 5 ," 169,179 ", 3 ," 28,800,728 ", 711 ,,,TX1230038,N,Municipal Long,Municipal,150610,Municipal
151400,C S Community Wsc,water system,2022.0,N, 429 ," 7,308,000 ", 134 ,,," 31,000 ", 1 ,,," 193,000 ", 4 ," 346,000 ", 4 ," 7,878,000 ", 143 ," 11,400 ", 5 ,TX1550096,N,Municipal Long,Water Supply Corporation,151400,Municipal
151620,Chinquapin Preparatory School,water system,,,,,,,,,,,,,,,,,,,,TX1011209,N,Municipal Short,Institutions/Facilities,151620,Municipal
151900,Chisolm Trail Retreat,water system,2022.0,Y, 148 ," 3,507,800 ", 59 ,,,,,,,,,,," 3,507,800 ", 59 ,,,TX1090042,N,Municipal Long,Private/IOU,151900,Municipal
152000,Choice Wsc,water system,2022.0,Y," 1,050 "," 37,595,000 ", 352 ,,,,,,,,,,," 37,595,000 ", 352 ,,,TX2100005,N,Municipal Long,Water Supply Corporation,152000,Municipal
152200,City Of Christine,water system,2022.0,Y, 436 ," 12,558,000 ", 161 ,,," 318,000 ", 8 ,,,,,,," 12,876,000 ", 169 ," 750,000 ", 25 ,TX0070017,N,Municipal Long,Municipal,152200,Municipal
152950,Church Hill Wsc,water system,2022.0,Y, 400 ,,,,,,,,,,,,,,,,,TX2010008,N,Municipal Long,Water Supply Corporation,152950,Municipal
153190,Cielo Azul Ranch,water system,,,,,,,,,,,,,,,,,,,,TX1050034,N,Municipal Short,Private/IOU,153190,Municipal
153220,Cimarron Country,water system,2022.0,Y, 762 ,, 254 ,,,, 1 ,,,,,,,, 255 ," 6,000 ",,TX1700555,N,Municipal Long,Private/IOU,153220,Municipal
153275,Cimarron Park Water,water system,2022.0,N," 2,079 "," 59,336,150 ", 679 ,,," 2,275,560 ", 14 ,,,,,,," 61,611,710 ", 693 ,,,TX1050059,N,Municipal Long,Private/IOU,153275,Municipal
153278,Cinco Mud 3,water system,2022.0,N," 2,517 "," 65,737,000 ", 509 ," 18,313,000 ", 318 ," 10,540,000 ", 12 ,,,,," 10,687,000 ", 21 ," 105,277,000 ", 860 ," 253,000 ", 1 ,TX0790292,N,Municipal Long,District ,153278,Municipal
153279,Cinco Mud 2,water system,2022.0,N," 4,740 "," 211,860,000 "," 1,325 "," 9,975,000 ", 228 ," 13,805,000 ", 25 ,,,,," 55,383,000 ", 107 ," 291,023,000 "," 1,685 "," 935,000 ", 1 ,TX0790306,N,Municipal Long,District ,153279,Municipal
153281,Cinco Mud 9,water system,2022.0,N," 3,819 "," 169,894,000 "," 1,260 ",,," 6,648,000 ", 12 ,,,,," 22,472,000 ", 62 ," 199,014,000 "," 1,334 "," 730,000 ", 1 ,TX0790307,N,Municipal Long,District ,153281,Municipal
153282,Cinco Mud 10,water system,2022.0,N," 2,583 "," 116,777,000 ", 846 ,,," 23,428,000 ", 15 ,,," 2,000 ", 4 ," 48,151,000 ", 78 ," 188,358,000 ", 943 ," 570,000 ", 1 ,TX0790386,N,Municipal Long,District ,153282,Municipal
153283,Cinco Mud 5,water system,2022.0,N," 2,460 "," 79,866,000 ", 531 ," 17,368,000 ", 276 ," 3,519,000 ", 11 ,,,,," 23,502,000 ", 43 ," 124,255,000 ", 861 ," 286,000 ", 1 ,TX0790291,N,Municipal Long,District ,153283,Municipal
153284,Cinco Mud 6,water system,2022.0,N," 3,048 "," 98,584,000 ", 734 ," 13,396,000 ", 268 ," 6,502,000 ", 14 ,,,,," 20,289,000 ", 55 ," 138,771,000 "," 1,071 "," 638,000 ", 1 ,TX0790316,N,Municipal Long,District ,153284,Municipal
153285,Cinco Mud 7,water system,2022.0,N," 4,242 "," 179,149,000 "," 1,219 "," 7,882,000 ", 180 ," 14,694,000 ", 14 ,,,, 1 ," 53,477,000 ", 93 ," 255,202,000 "," 1,507 "," 1,568,000 ", 1 ,TX0790343,N,Municipal Long,District ,153285,Municipal
153286,Cinco Mud 8,water system,2022.0,N," 4,557 "," 98,447,000 ", 999 ," 21,524,000 ", 506 ," 3,106,000 ", 11 ,,,,," 31,776,000 ", 31 ," 154,853,000 "," 1,547 "," 582,000 ", 1 ,TX0790324,N,Municipal Long,District ,153286,Municipal
153287,Cinco Mud 12,water system,2022.0,N," 2,274 "," 28,737,000 ", 202 ," 18,687,000 ", 489 ," 52,221,000 ", 68 ,,,,," 60,345,000 ", 66 ," 159,990,000 ", 825 ," 99,000 ", 1 ,TX0790344,N,Municipal Long,District ,153287,Municipal
153289,Cinnamon Ridge,water system,2022.0,Y, 483 ,,,,,,,,,,,,,,,,,TX0610209,N,Municipal Long,Private/IOU,153289,Municipal
156200,City Of Clarendon,water system,2022.0,N," 1,877 "," 43,400,000 ", 681 ," 3,494,000 ", 12 ," 8,919,000 ", 76 ,,," 9,258,000 ", 61 ," 931,000 ", 2 ," 66,002,000 ", 832 ," 2,500,000 ",,TX0650001,N,Municipal Long,Municipal,156200,Municipal
157000,City Of Clarksville,water system,2022.0,N," 3,180 "," 52,357,000 "," 1,110 "," 6,937,000 ", 19 ," 15,890,000 ", 172 ," 2,650,000 ", 16 ," 2,650,000 ", 16 ,,," 80,484,000 "," 1,333 "," 2,865,000 ", 15 ,TX1940002,N,Municipal Long,Municipal,157000,Municipal
157050,City Of Clarksville City,water system,2022.0,Y," 1,165 ",, 327 ,,,, 18 ,,,, 1 ,, 2 ,, 348 ,, 2 ,TX0920010,N,Municipal Long,Municipal,157050,Municipal
157800,Claude Municipal Water System,water system,2022.0,N," 1,316 "," 56,118,700 ", 570 ,,," 4,800,767 ", 57 ,,," 8,277,000 ", 28 ," 227,300 ", 3 ," 69,423,767 ", 658 ," 10,615,933 ", 9 ,TX0060001,N,Municipal Long,Municipal,157800,Municipal
158610,C H Wsc,water system,2022.0,N, 267 ," 5,970,666 ", 89 ,,,,,,,,,,," 5,970,666 ", 89 ,,,TX0810031,N,Municipal Long,Water Supply Corporation,158610,Municipal
158650,Clay Road Mud,water system,2022.0,N," 4,433 "," 95,998,000 "," 1,424 ",,," 6,254,000 ", 53 ,,,,,,," 102,252,000 "," 1,477 "," 9,029,000 ",,TX1011681,N,Municipal Long,District ,158650,Municipal
158700,Clayton Wsc Plant 1,water system,2022.0,N, 75 ," 837,800 ", 22 ," 170,200 ", 2 ,,,,,, 1 ,,," 1,008,000 ", 25 ,,,TX1830005,N,Municipal Long,Water Supply Corporation,158700,Municipal
158800,Clay Wsc,water system,2022.0,N, 171 ," 3,103,960 ", 57 ,,,,,,,,,,," 3,103,960 ", 57 ," 444,555 ", 1 ,TX0260013,N,Municipal Long,Water Supply Corporation,158800,Municipal
158960,Clear Creek Resort Water System,water system,2022.0,Y, 240 ," 5,717,600 ", 121 ,,,,,,,,,,," 5,717,600 ", 121 ,,,TX1070007,N,Municipal Long,Private/IOU,158960,Municipal
159825,Clear Lakes,water system,2022.0,Y," 1,149 "," 18,113,600 ", 383 ,,,,,,,,,,," 18,113,600 ", 383 ,,,TX2500017,N,Municipal Long,Private/IOU,159825,Municipal
161000,City Of Cleveland,water system,2022.0,N," 7,801 "," 118,452,738 "," 2,378 "," 48,388,924 ", 978 ," 58,379,381 ", 349 ,,," 68,423,962 ", 95 ," 19,906,008 ", 79 ," 313,551,013 "," 3,879 "," 24,589,809 ", 361 ,TX1460001,N,Municipal Long,Municipal,161000,Municipal
161855,Clovercreek Mud,water system,2022.0,N, 738 ," 21,386,000 ", 239 ,,," 629,000 ", 3 ,,," 698,000 ", 4 ,,," 22,713,000 ", 246 ,,,TX1700589,N,Municipal Long,District ,161855,Municipal
162750,Lakecliff On Lake Travis,water system,2022.0,Y, 270 ," 7,303,000 ", 90 ,,,,,,,,,,," 7,303,000 ", 90 ," 76,000 ",,TX2270327,N,Municipal Long,Private/IOU,162750,Municipal
163450,Cnp Utility District,water system,2022.0,N," 14,718 "," 2,645,000 ", 20 ," 357,604,000 "," 4,764 "," 127,599,000 ", 206 ,,," 12,165,000 ", 12 ,,," 500,013,000 "," 5,002 "," 16,313,502 ", 9 ,TX1010429,N,Municipal Long,District ,163450,Municipal
163460,City Of Coahoma,water system,2022.0,N," 3,192 "," 103,678,295 "," 1,064 ",,," 11,990,367 ", 123 ,,," 292,338 ", 3 ,,," 115,961,000 "," 1,216 ",,,TX1140002,N,Municipal Long,Municipal,163460,Municipal
164000,Cedar Bayou Estates,water system,2022.0,N, 60 ," 868,000 ", 19 ,,,,,,,,,,," 868,000 ", 19 ," 28,500 ",,TX1012174,N,Municipal Long,Private/IOU,164000,Municipal
164650,City Of Cockrell Hill,water system,2022.0,N," 3,739 "," 63,769,858 ", 893 ,,," 39,679,850 ", 105 ,,,,,,," 103,449,708 ", 998 ," 45,588,690 ", 5 ,TX0570038,N,Municipal Long,Municipal,164650,Municipal
164652,Kipling Oaks And Timbergreen,water system,2022.0,N," 1,143 "," 50,207,000 ", 381 ,,,,,,,,,,," 50,207,000 ", 381 ,,,TX1700153,N,Municipal Long,District ,164652,Municipal
164653,Estates Of Holly Lakes,water system,2022.0,N, 33 ," 2,324,000 ", 9 ,,," 538,000 ", 2 ,,,,,,," 2,862,000 ", 11 ,,,TX1012794,N,Municipal Long,District ,164653,Municipal
164655,Village Of New Kentucky,water system,2022.0,N, 453 ," 21,452,000 ", 144 ,,," 810,000 ", 7 ,,,,,,," 22,262,000 ", 151 ," 1,103,000 ",,TX1012795,N,Municipal Long,District ,164655,Municipal
164656,Towering Oaks And Rosewood Hills Subdivi,water system,2022.0,N," 1,581 "," 36,713,000 ", 520 ,,," 977,004 ", 7 ,,,,,,," 37,690,004 ", 527 ,,,TX1700317,N,Municipal Long,District ,164656,Municipal
164658,Allenwood Subdivision,water system,2022.0,N, 357 ," 14,102,100 ", 119 ,,,,,,,,,,," 14,102,100 ", 119 ,,,TX1700131,N,Municipal Long,District ,164658,Municipal
164660,Coe Country,water system,2022.0,N," 2,052 "," 46,663,000 ", 615 ,,," 8,240,000 ", 79 ,,,,,,," 54,903,000 ", 694 ,,,TX1700318,N,Municipal Long,District ,164660,Municipal
164662,Coe Industrial Park,water system,2022.0,N, 72 ," 2,051,000 ", 20 ,,," 781,000 ", 4 ,,,,,,," 2,832,000 ", 24 ," 270,200 ",,TX1011845,N,Municipal Long,District ,164662,Municipal
164664,2920 West Subdivision,water system,2022.0,N, 393 ," 10,208,000 ", 121 ,,," 2,419,000 ", 10 ,,,,,,," 12,627,000 ", 131 ," 1,217,000 ",,TX1012276,N,Municipal Long,District ,164664,Municipal
164668,Timberwilde Mh Subdivision,water system,2022.0,N, 816 ," 20,535,600 ", 266 ,,,, 6 ,,,,,,," 20,535,600 ", 272 ,,,TX1012367,N,Municipal Long,District ,164668,Municipal
164669,Treichel Woods Estates,water system,2022.0,N, 180 ," 5,913,000 ", 56 ,,,, 4 ,,,,,,," 5,913,000 ", 60 ,,,TX1012397,N,Municipal Long,District ,164669,Municipal
164672,Red Oak Terrace,water system,2022.0,N, 159 ," 4,191,000 ", 53 ,,,,,,,,,,," 4,191,000 ", 53 ,,,TX1010916,N,Municipal Long,District ,164672,Municipal
164704,Coke County Wsc,water system,2022.0,N, 400 ," 10,275,050 ", 203 ,,,,,,,,,,," 10,275,050 ", 203 ," 1,000,000 ", 16 ,TX0410017,N,Municipal Long,Water Supply Corporation,164704,Municipal
164800,Coldspring Terrace Water System,water system,2022.0,N, 372 ," 4,919,000 ", 123 ,,," 13,000 ", 1 ,,,,,,," 4,932,000 ", 124 ," 56,995 ",,TX2040031,N,Municipal Long,Private/IOU,164800,Municipal
164900,Coleman County Sud,water system,2022.0,N," 5,000 "," 187,635,000 "," 2,079 ",,," 3,668,000 ", 3 ,,," 18,155,000 ", 13 ," 10,357,000 ", 678 ," 219,815,000 "," 2,773 "," 41,328,000 ",,TX0420034,N,Municipal Long,District ,164900,Municipal
164950,Coleto Creek Mobile Home Park,water system,,,,,,,,,,,,,,,,,,,,TX2350035,N,Municipal Short,Mobile Home Park,164950,Municipal
165250,Coleto Water,water system,2022.0,N, 519 ," 8,070,287 ", 173 ,,,,,,,,,,," 8,070,287 ", 173 ,,,TX2350036,N,Municipal Long,Private/IOU,165250,Municipal
165300,College Mound Sud,water system,2022.0,N," 13,200 "," 226,000,000 "," 4,585 ",,," 12,000,000 ", 21 ,,,,,,," 238,000,000 "," 4,606 "," 18,000,000 ",,TX1290012,N,Municipal Long,Water Supply Corporation,165300,Municipal
165510,City Of Colleyville,water system,2022.0,N," 26,057 "," 2,417,443,100 "," 9,538 "," 1,213,300 ", 2 ," 293,030,700 ", 906 ,,," 87,377,400 ", 198 ,,," 2,799,064,500 "," 10,644 ",,,TX2200043,N,Municipal Long,Municipal,165510,Municipal
165800,City Of Collinsville,water system,2022.0,N," 2,880 "," 68,844,800 "," 1,152 "," 79,600 ", 2 ," 3,316,900 ", 61 ,,," 2,237,600 ", 3 ,,," 74,478,900 "," 1,218 "," 5,184,000 ", 4 ,TX0910005,N,Municipal Long,Municipal,165800,Municipal
166700,City Of Colmesneil,water system,2022.0,Y," 1,545 "," 27,119,000 ", 483 ,,," 982,600 ", 14 ,,," 3,512,800 ", 18 ,,," 31,614,400 ", 515 ," 903,000 ", 28 ,TX2290003,N,Municipal Long,Municipal,166700,Municipal
166790,Colony M H Subdivision Ws,water system,,,,,,,,,,,,,,,,,,,,TX1011806,N,Municipal Short,Private/IOU,166790,Municipal
173800,City Of Columbus,water system,2022.0,N," 3,739 "," 258,836,400 "," 1,380 "," 1,126,800 ", 229 ," 4,575,700 ", 223 ," 2,609,000 ", 4 ," 4,636,200 ", 93 ," 9,900 ", 3 ," 271,794,000 "," 1,932 ",,,TX0450001,N,Municipal Long,Municipal,173800,Municipal
